id_transaccion,id_cliente,id_producto,monto,fecha,id_tienda,edad,ingresos,puntos_lealtad,pais,cliente_premium,categoria_monto,stock,precio,estado_stock,utilidad_estimada,registros_api,ultimo_registro_api,fuente_api,producto_web,precio_web,disponibilidad_web,rating_web,fuente_web,logs_total,logs_error,logs_timeout,tiempo_promedio_ms,origen_integrado
1933,97,933,3754,2025-08-20,8,52,21000,1968,México,Sí,Alto,87,750.0,Disponible,3004.0,1,96,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1934,232,934,2339,2025-12-21,10,54,23472,488,México,No,Alto,358,1811.0,Disponible,528.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1935,315,935,4137,2026-04-17,9,31,32200,1575,USA,Sí,Alto,79,295.0,Disponible,3842.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1936,305,936,3637,2026-04-19,10,21,15689,1136,México,Sí,Alto,30,1795.0,Disponible,1842.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1937,343,937,3103,2025-11-26,10,24,13893,2515,México,Sí,Alto,59,698.0,Disponible,2405.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1938,128,938,4692,2026-05-06,5,64,21480,696,México,No,Alto,155,363.0,Disponible,4329.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1939,495,939,2253,2025-07-14,10,61,41851,1590,México,Sí,Alto,388,1142.0,Disponible,1111.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1940,327,940,1161,2025-10-18,10,60,8368,2584,USA,Sí,Medio,82,1436.0,Disponible,-275.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1941,255,941,4466,2026-05-16,3,28,33941,2072,México,Sí,Alto,464,1011.0,Disponible,3455.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1942,655,942,1118,2026-04-16,4,31,34732,1042,México,Sí,Medio,207,1516.0,Disponible,-398.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1943,601,943,541,2025-11-08,7,38,5630,575,México,No,Medio,340,1571.0,Disponible,-1030.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1944,309,944,3196,2025-07-19,8,41,28364,1206,USA,Sí,Alto,279,411.0,Disponible,2785.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1945,740,945,386,2026-04-04,1,18,11912,892,México,No,Bajo,418,74.0,Disponible,312.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1946,105,946,4815,2025-11-04,4,33,11282,190,México,No,Alto,118,265.0,Disponible,4550.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1947,314,947,2257,2025-09-26,10,45,33997,454,USA,No,Alto,76,1929.0,Disponible,328.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1948,546,948,4150,2026-04-29,9,45,27786,39,México,No,Alto,367,372.0,Disponible,3778.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1949,24,949,1757,2026-03-06,1,55,48661,1837,México,Sí,Medio,226,1921.0,Disponible,-164.0,1,23,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1950,17,950,128,2026-04-28,3,47,46972,1176,México,Sí,Bajo,160,1016.0,Disponible,-888.0,1,16,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1951,754,951,2010,2025-09-18,7,44,26745,1238,México,Sí,Alto,477,952.0,Disponible,1058.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1952,771,952,714,2025-09-11,6,40,34781,745,México,No,Medio,57,540.0,Disponible,174.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1953,81,953,331,2026-01-23,4,62,46700,1022,México,Sí,Bajo,420,1145.0,Disponible,-814.0,1,80,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1954,745,954,256,2026-03-26,2,49,33926,208,USA,No,Bajo,82,1867.0,Disponible,-1611.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1955,737,955,4304,2025-07-14,10,36,34108,515,México,No,Alto,41,701.0,Disponible,3603.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1956,31,956,1396,2026-01-04,10,50,47622,1054,México,Sí,Medio,386,237.0,Disponible,1159.0,1,30,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1957,78,957,4771,2025-11-28,6,43,31104,2213,México,Sí,Alto,321,1804.0,Disponible,2967.0,1,77,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1958,160,958,487,2025-11-16,9,44,47669,2237,USA,Sí,Bajo,269,815.0,Disponible,-328.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1959,148,959,1288,2025-07-26,5,28,25799,1088,México,Sí,Medio,91,682.0,Disponible,606.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1960,507,960,3633,2026-01-18,8,22,8400,2171,México,Sí,Alto,98,1721.0,Disponible,1912.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1961,632,961,405,2025-08-21,10,34,26577,853,México,No,Bajo,14,680.0,Disponible,-275.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1962,68,962,2081,2025-11-01,4,28,46336,1957,México,Sí,Alto,272,289.0,Disponible,1792.0,1,67,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1963,390,963,3667,2026-05-14,9,35,9790,2386,México,Sí,Alto,286,478.0,Disponible,3189.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1964,608,964,999,2025-09-19,4,23,22477,2189,USA,Sí,Medio,439,1967.0,Disponible,-968.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1965,199,965,2257,2026-02-12,2,43,8007,1792,USA,Sí,Alto,92,1214.0,Disponible,1043.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1966,767,966,1274,2026-03-13,9,55,15902,145,México,No,Medio,300,570.0,Disponible,704.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1967,177,967,1138,2025-10-06,7,44,27745,2614,México,Sí,Medio,97,564.0,Disponible,574.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1968,324,968,854,2026-04-30,4,34,14684,2841,USA,Sí,Medio,16,1290.0,Disponible,-436.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1969,803,969,2752,2026-02-16,5,26,48936,2328,México,Sí,Alto,306,186.0,Disponible,2566.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1970,252,970,612,2026-04-23,9,48,31771,1997,México,Sí,Medio,67,284.0,Disponible,328.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1971,425,971,356,2026-05-06,1,56,26085,1994,México,Sí,Bajo,392,1723.0,Disponible,-1367.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1972,297,972,2646,2025-06-04,2,35,27833,2923,México,Sí,Alto,185,687.0,Disponible,1959.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1973,750,973,194,2025-07-14,5,56,40215,2870,México,Sí,Bajo,277,1121.0,Disponible,-927.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1974,102,974,2089,2026-03-29,10,33,48910,134,USA,No,Alto,407,1326.0,Disponible,763.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1975,595,975,382,2025-08-16,3,59,20473,623,México,No,Bajo,151,1113.0,Disponible,-731.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1976,616,976,1861,2025-10-23,7,20,49785,1532,USA,Sí,Medio,186,646.0,Disponible,1215.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1977,8,977,2774,2025-12-08,8,20,36086,140,México,No,Alto,274,1693.0,Disponible,1081.0,1,7,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1978,97,978,4645,2026-03-17,7,52,21000,1968,México,Sí,Alto,275,992.0,Disponible,3653.0,1,96,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1979,439,979,1161,2025-07-18,5,59,28815,893,México,No,Medio,123,1450.0,Disponible,-289.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1980,614,980,1622,2026-04-25,7,18,6911,2546,USA,Sí,Medio,295,1906.0,Disponible,-284.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1981,394,981,1514,2025-09-26,5,36,36365,2915,México,Sí,Medio,309,690.0,Disponible,824.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1982,452,982,2279,2025-12-08,6,37,35864,1424,México,Sí,Alto,16,1493.0,Disponible,786.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1983,801,983,2389,2026-04-16,3,23,12043,1760,México,Sí,Alto,328,986.0,Disponible,1403.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1984,851,984,2834,2025-11-21,9,30,9173,532,México,No,Alto,339,1689.0,Disponible,1145.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1985,602,985,551,2026-01-31,10,65,9780,2039,México,Sí,Medio,83,1916.0,Disponible,-1365.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1986,899,986,351,2025-08-01,6,54,41273,896,México,No,Bajo,442,1716.0,Disponible,-1365.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1987,866,987,4895,2026-03-16,5,59,24460,2363,México,Sí,Alto,288,796.0,Disponible,4099.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1988,438,988,1034,2026-02-10,2,32,31586,1398,México,Sí,Medio,444,1172.0,Disponible,-138.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1989,681,989,640,2025-09-14,6,27,16885,2671,USA,Sí,Medio,380,896.0,Disponible,-256.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1990,798,990,1930,2025-08-06,6,18,11536,114,México,No,Medio,115,1871.0,Disponible,59.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1991,609,991,2586,2026-03-08,1,47,38145,933,México,No,Alto,275,1773.0,Disponible,813.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1992,796,992,3496,2025-05-28,1,29,8156,1516,México,Sí,Alto,238,994.0,Disponible,2502.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1993,851,993,3716,2026-04-27,2,30,9173,532,México,No,Alto,383,733.0,Disponible,2983.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1994,372,994,3518,2026-04-16,1,44,7580,2358,México,Sí,Alto,19,1792.0,Disponible,1726.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1995,678,995,3964,2026-01-16,4,27,11370,2936,México,Sí,Alto,141,810.0,Disponible,3154.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1996,206,996,3505,2025-11-29,2,46,25056,2521,México,Sí,Alto,108,1842.0,Disponible,1663.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1997,764,997,270,2026-05-05,8,53,37076,538,México,No,Bajo,434,1928.0,Disponible,-1658.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1998,259,998,1160,2026-04-07,4,52,7067,2006,México,Sí,Medio,420,72.0,Disponible,1088.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
1999,315,999,3518,2026-04-23,1,31,32200,1575,USA,Sí,Alto,389,146.0,Disponible,3372.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2000,205,1000,2462,2026-02-25,7,49,12301,1419,México,Sí,Alto,77,1703.0,Disponible,759.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2001,369,1,2344,2025-10-24,4,47,33542,2757,México,Sí,Alto,0,286.0,Sin stock,2058.0,0,0,Sin API,Producto web demo 1,103.75,In stock,Two,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2002,142,2,2191,2025-08-09,1,20,16788,1802,México,Sí,Alto,0,297.0,Sin stock,1894.0,0,0,Sin API,Producto web demo 2,107.5,In stock,Three,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2003,852,3,3402,2025-10-31,10,64,24482,190,México,No,Alto,0,301.0,Sin stock,3101.0,0,0,Sin API,Producto web demo 3,111.25,In stock,Four,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2004,378,4,2633,2026-01-12,3,56,15940,282,México,No,Alto,0,310.0,Sin stock,2323.0,0,0,Sin API,Producto web demo 4,115.0,In stock,Five,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2005,166,5,1587,2026-03-05,10,40,18855,498,México,No,Medio,0,757.0,Sin stock,830.0,0,0,Sin API,Producto web demo 5,118.75,In stock,One,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2006,928,6,1011,2025-08-02,10,58,15339,479,México,No,Medio,0,747.0,Sin stock,264.0,0,0,Sin API,Producto web demo 6,122.5,In stock,Two,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2007,889,7,4954,2025-12-25,9,44,38312,890,México,No,Alto,0,903.0,Sin stock,4051.0,0,0,Sin API,Producto web demo 7,126.25,In stock,Three,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2008,779,8,3481,2025-11-05,8,62,44279,2204,México,Sí,Alto,0,1878.0,Sin stock,1603.0,0,0,Sin API,Producto web demo 8,130.0,In stock,Four,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2009,512,9,2833,2026-01-20,9,36,41750,1494,México,Sí,Alto,0,388.0,Sin stock,2445.0,0,0,Sin API,Producto web demo 9,133.75,In stock,Five,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2010,347,10,1532,2025-09-11,4,45,7252,2214,México,Sí,Medio,0,294.0,Sin stock,1238.0,0,0,Sin API,Producto web demo 10,137.5,In stock,One,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2011,426,11,1324,2025-11-27,7,25,34463,703,México,No,Medio,0,1096.0,Sin stock,228.0,0,0,Sin API,Producto web demo 11,141.25,In stock,Two,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2012,257,12,3839,2025-08-09,8,49,40490,1784,México,Sí,Alto,0,1784.0,Sin stock,2055.0,0,0,Sin API,Producto web demo 12,145.0,In stock,Three,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2013,429,13,1028,2025-08-25,10,36,38668,1660,México,Sí,Medio,0,54.0,Sin stock,974.0,0,0,Sin API,Producto web demo 13,148.75,In stock,Four,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2014,946,14,215,2026-05-02,5,34,23068,2117,México,Sí,Bajo,0,314.0,Sin stock,-99.0,0,0,Sin API,Producto web demo 14,152.5,In stock,Five,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2015,359,15,3387,2026-03-14,4,36,14279,394,México,No,Alto,0,930.0,Sin stock,2457.0,0,0,Sin API,Producto web demo 15,156.25,In stock,One,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2016,165,16,3475,2026-04-20,6,18,5714,299,México,No,Alto,0,1185.0,Sin stock,2290.0,0,0,Sin API,Producto web demo 16,160.0,In stock,Two,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2017,687,17,2750,2025-06-05,8,51,13256,1829,México,Sí,Alto,0,1780.0,Sin stock,970.0,0,0,Sin API,Producto web demo 17,163.75,In stock,Three,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2018,237,18,139,2025-06-16,4,57,47645,2747,México,Sí,Bajo,0,391.0,Sin stock,-252.0,0,0,Sin API,Producto web demo 18,167.5,In stock,Four,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2019,504,19,1005,2025-09-02,4,65,33636,2026,USA,Sí,Medio,0,1807.0,Sin stock,-802.0,0,0,Sin API,Producto web demo 19,171.25,In stock,Five,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2020,224,20,4462,2026-02-13,8,31,28373,2009,México,Sí,Alto,0,1855.0,Sin stock,2607.0,0,0,Sin API,Producto web demo 20,175.0,In stock,One,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2021,492,21,4572,2025-06-08,9,45,26748,434,México,No,Alto,0,31.0,Sin stock,4541.0,0,0,Sin API,Producto web demo 21,178.75,In stock,Two,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2022,89,22,1458,2026-04-05,3,44,43334,1547,USA,Sí,Medio,0,1592.0,Sin stock,-134.0,1,88,Demo local,Producto web demo 22,182.5,In stock,Three,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2023,682,23,2016,2025-07-03,3,34,12822,196,México,No,Alto,0,312.0,Sin stock,1704.0,0,0,Sin API,Producto web demo 23,186.25,In stock,Four,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2024,119,24,2484,2026-01-21,10,54,33147,2785,México,Sí,Alto,0,1684.0,Sin stock,800.0,0,0,Sin API,Producto web demo 24,190.0,In stock,Five,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2025,205,25,4937,2025-06-12,10,49,12301,1419,México,Sí,Alto,0,1495.0,Sin stock,3442.0,0,0,Sin API,Producto web demo 25,193.75,In stock,One,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2026,990,26,4863,2025-05-19,2,40,14835,671,México,No,Alto,0,1520.0,Sin stock,3343.0,0,0,Sin API,Producto web demo 26,197.5,In stock,Two,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2027,772,27,4173,2026-04-05,4,46,45241,2772,México,Sí,Alto,0,829.0,Sin stock,3344.0,0,0,Sin API,Producto web demo 27,201.25,In stock,Three,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2028,938,28,2110,2026-04-07,6,23,9769,868,México,No,Alto,0,1289.0,Sin stock,821.0,0,0,Sin API,Producto web demo 28,205.0,In stock,Four,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2029,999,29,1032,2026-04-14,8,42,18315,2021,México,Sí,Medio,0,1410.0,Sin stock,-378.0,0,0,Sin API,Producto web demo 29,208.75,In stock,Five,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2030,82,30,4442,2025-12-11,2,41,26052,1125,USA,Sí,Alto,0,965.0,Sin stock,3477.0,1,81,Demo local,Producto web demo 30,212.5,In stock,One,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2031,683,31,993,2026-02-23,6,45,9383,1936,México,Sí,Medio,0,1612.0,Sin stock,-619.0,0,0,Sin API,Producto web demo 31,216.25,In stock,Two,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2032,345,32,1395,2025-08-11,10,34,7122,2312,México,Sí,Medio,0,1480.0,Sin stock,-85.0,0,0,Sin API,Producto web demo 32,220.0,In stock,Three,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2033,817,33,3328,2025-07-25,7,50,19625,1879,USA,Sí,Alto,0,243.0,Sin stock,3085.0,0,0,Sin API,Producto web demo 33,223.75,In stock,Four,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2034,616,34,2659,2026-01-16,5,20,49785,1532,USA,Sí,Alto,0,384.0,Sin stock,2275.0,0,0,Sin API,Producto web demo 34,227.5,In stock,Five,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2035,733,35,2023,2026-03-07,2,49,30426,2645,México,Sí,Alto,0,957.0,Sin stock,1066.0,0,0,Sin API,Producto web demo 35,231.25,In stock,One,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2036,285,36,839,2026-05-11,7,26,18398,2786,USA,Sí,Medio,0,744.0,Sin stock,95.0,0,0,Sin API,Producto web demo 36,235.0,In stock,Two,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
2037,25,37,4791,2025-10-13,4,32,41767,1084,USA,Sí,Alto,0,1237.0,Sin stock,3554.0,1,24,Demo local,Producto web demo 37,238.75,In stock,Three,Demo local,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
